(venv) athul@athul-Lenovo-YOGA-720-13IKB:~/Documents/Codes/AMAT/examples/acta-astronautica/uranus-orbiter-probe$ python3 08-performance-analysis-prd.py
RUN #: 1, SAMPLE #: 110, EFPA: -11.49, SIGMA: -1.41, LD: 0.24, APO : 562018.63
RUN #: 1448, SAMPLE #: 102, EFPA: -11.55, SIGMA: 0.34, LD: 0.26, APO : 510777.25
RUN #: 1449, SAMPLE #: 43, EFPA: -11.62, SIGMA: -1.28, LD: 0.24, APO : 559991.99
RUN #: 1450, SAMPLE #: 65, EFPA: -11.74, SIGMA: -1.45, LD: 0.23, APO : 541776.43
RUN #: 1451, SAMPLE #: 115, EFPA: -11.75, SIGMA: -0.37, LD: 0.22, APO : 499600.92
RUN #: 1452, SAMPLE #: 40, EFPA: -11.84, SIGMA: -0.79, LD: 0.23, APO : 522235.08
RUN #: 1453, SAMPLE #: 148, EFPA: -11.70, SIGMA: -0.02, LD: 0.23, APO : 510862.20
RUN #: 1454, SAMPLE #: 184, EFPA: -11.70, SIGMA: -0.53, LD: 0.23, APO : 538744.92
RUN #: 1455, SAMPLE #: 60, EFPA: -11.62, SIGMA: -0.51, LD: 0.25, APO : 556349.98
RUN #: 1456, SAMPLE #: 140, EFPA: -11.62, SIGMA: -0.04, LD: 0.23, APO : 511472.11
RUN #: 1457, SAMPLE #: 199, EFPA: -11.76, SIGMA: -0.65, LD: 0.25, APO : 523990.39
RUN #: 1458, SAMPLE #: 129, EFPA: -11.62, SIGMA: -0.90, LD: 0.24, APO : 540921.51
RUN #: 1459, SAMPLE #: 39, EFPA: -11.64, SIGMA: 1.52, LD: 0.22, APO : 527912.62
RUN #: 1460, SAMPLE #: 5, EFPA: -11.73, SIGMA: 0.34, LD: 0.23, APO : 524367.44
RUN #: 1461, SAMPLE #: 135, EFPA: -11.81, SIGMA: 2.33, LD: 0.25, APO : 496838.56
RUN #: 1462, SAMPLE #: 109, EFPA: -11.73, SIGMA: -0.76, LD: 0.24, APO : 556266.46
RUN #: 1463, SAMPLE #: 27, EFPA: -11.80, SIGMA: -0.15, LD: 0.24, APO : 640448.53
RUN #: 1464, SAMPLE #: 155, EFPA: -11.79, SIGMA: 0.01, LD: 0.24, APO : 481877.81
RUN #: 1465, SAMPLE #: 54, EFPA: -11.76, SIGMA: 1.12, LD: 0.25, APO : 482631.80
RUN #: 1466, SAMPLE #: 92, EFPA: -11.79, SIGMA: -1.72, LD: 0.22, APO : 478516.72
RUN #: 1467, SAMPLE #: 66, EFPA: -11.71, SIGMA: -1.03, LD: 0.23, APO : 522770.14
RUN #: 1468, SAMPLE #: 151, EFPA: -11.51, SIGMA: -0.13, LD: 0.25, APO : 595029.16
RUN #: 1469, SAMPLE #: 200, EFPA: -11.56, SIGMA: -1.06, LD: 0.23, APO : 498182.81
RUN #: 1470, SAMPLE #: 27, EFPA: -11.69, SIGMA: -1.40, LD: 0.25, APO : 549756.05
RUN #: 1471, SAMPLE #: 32, EFPA: -11.74, SIGMA: 0.29, LD: 0.24, APO : 530929.66
RUN #: 1472, SAMPLE #: 82, EFPA: -11.59, SIGMA: 0.45, LD: 0.23, APO : 471837.43
RUN #: 1473, SAMPLE #: 166, EFPA: -11.45, SIGMA: -0.95, LD: 0.24, APO : 622420.57
RUN #: 1474, SAMPLE #: 46, EFPA: -11.74, SIGMA: 0.49, LD: 0.24, APO : 633595.81
RUN #: 1475, SAMPLE #: 81, EFPA: -11.75, SIGMA: -1.77, LD: 0.21, APO : 545450.13
RUN #: 1476, SAMPLE #: 71, EFPA: -11.84, SIGMA: -0.62, LD: 0.24, APO : 505214.59
RUN #: 1477, SAMPLE #: 61, EFPA: -11.77, SIGMA: -2.81, LD: 0.25, APO : 550663.07
RUN #: 1478, SAMPLE #: 188, EFPA: -11.80, SIGMA: -0.07, LD: 0.22, APO : 530450.55
RUN #: 1479, SAMPLE #: 170, EFPA: -11.71, SIGMA: 0.27, LD: 0.25, APO : 512776.04
RUN #: 1480, SAMPLE #: 149, EFPA: -11.78, SIGMA: -0.40, LD: 0.25, APO : 477603.40
RUN #: 1481, SAMPLE #: 82, EFPA: -11.74, SIGMA: -0.49, LD: 0.23, APO : 553688.70
RUN #: 1482, SAMPLE #: 66, EFPA: -11.74, SIGMA: -1.15, LD: 0.25, APO : 548181.20
RUN #: 1483, SAMPLE #: 79, EFPA: -11.70, SIGMA: -1.52, LD: 0.23, APO : 479928.14
RUN #: 1484, SAMPLE #: 51, EFPA: -11.56, SIGMA: -0.34, LD: 0.24, APO : 524532.54
RUN #: 1485, SAMPLE #: 85, EFPA: -11.80, SIGMA: 0.17, LD: 0.25, APO : 551481.80
RUN #: 1486, SAMPLE #: 56, EFPA: -11.75, SIGMA: -0.96, LD: 0.25, APO : 502332.36
RUN #: 1487, SAMPLE #: 132, EFPA: -11.68, SIGMA: 0.14, LD: 0.24, APO : 522677.42
RUN #: 1488, SAMPLE #: 123, EFPA: -11.65, SIGMA: -0.52, LD: 0.24, APO : 540701.96
RUN #: 1489, SAMPLE #: 175, EFPA: -11.67, SIGMA: -0.47, LD: 0.23, APO : 507708.61
RUN #: 1490, SAMPLE #: 54, EFPA: -11.59, SIGMA: 1.02, LD: 0.24, APO : 513971.36
RUN #: 1491, SAMPLE #: 199, EFPA: -11.79, SIGMA: 1.67, LD: 0.25, APO : 546427.80
RUN #: 1492, SAMPLE #: 121, EFPA: -11.59, SIGMA: -0.97, LD: 0.25, APO : 502598.37
RUN #: 1493, SAMPLE #: 67, EFPA: -11.76, SIGMA: -0.21, LD: 0.24, APO : 508567.46
RUN #: 1494, SAMPLE #: 52, EFPA: -11.68, SIGMA: -0.44, LD: 0.25, APO : 517249.00
RUN #: 1495, SAMPLE #: 93, EFPA: -11.86, SIGMA: 1.18, LD: 0.25, APO : 531892.27
RUN #: 1496, SAMPLE #: 45, EFPA: -11.72, SIGMA: -0.56, LD: 0.28, APO : 499855.57
RUN #: 1497, SAMPLE #: 11, EFPA: -11.73, SIGMA: -0.21, LD: 0.26, APO : 542000.42
RUN #: 1498, SAMPLE #: 161, EFPA: -11.76, SIGMA: -0.88, LD: 0.25, APO : 635314.75
RUN #: 1499, SAMPLE #: 127, EFPA: -11.83, SIGMA: 1.39, LD: 0.24, APO : 526610.74
RUN #: 1500, SAMPLE #: 129, EFPA: -11.58, SIGMA: 2.48, LD: 0.24, APO : 584260.36
RUN #: 1501, SAMPLE #: 195, EFPA: -11.64, SIGMA: 1.37, LD: 0.24, APO : 521449.17
RUN #: 1502, SAMPLE #: 27, EFPA: -11.75, SIGMA: 0.56, LD: 0.23, APO : 521745.36
RUN #: 1503, SAMPLE #: 73, EFPA: -11.68, SIGMA: -0.71, LD: 0.24, APO : 521914.22
RUN #: 1504, SAMPLE #: 121, EFPA: -11.63, SIGMA: 1.97, LD: 0.24, APO : 500545.94
RUN #: 1505, SAMPLE #: 9, EFPA: -11.53, SIGMA: 1.59, LD: 0.22, APO : 553361.65
RUN #: 1506, SAMPLE #: 199, EFPA: -11.76, SIGMA: -0.09, LD: 0.24, APO : 561700.79
RUN #: 1507, SAMPLE #: 101, EFPA: -11.86, SIGMA: 0.60, LD: 0.22, APO : 534641.51
RUN #: 1508, SAMPLE #: 112, EFPA: -11.71, SIGMA: 0.76, LD: 0.25, APO : 491433.07
RUN #: 1509, SAMPLE #: 128, EFPA: -11.84, SIGMA: -0.05, LD: 0.22, APO : 530249.45
RUN #: 1510, SAMPLE #: 53, EFPA: -11.71, SIGMA: -0.48, LD: 0.22, APO : 534816.15
RUN #: 1511, SAMPLE #: 167, EFPA: -11.64, SIGMA: 0.09, LD: 0.23, APO : 544834.23
RUN #: 1512, SAMPLE #: 26, EFPA: -11.79, SIGMA: -0.29, LD: 0.23, APO : 563996.40
RUN #: 1513, SAMPLE #: 165, EFPA: -11.55, SIGMA: 2.31, LD: 0.26, APO : 568403.37
RUN #: 1514, SAMPLE #: 173, EFPA: -11.62, SIGMA: -1.59, LD: 0.24, APO : 504519.80
RUN #: 1515, SAMPLE #: 29, EFPA: -11.57, SIGMA: 0.24, LD: 0.22, APO : 515164.47
RUN #: 1516, SAMPLE #: 81, EFPA: -11.46, SIGMA: -0.54, LD: 0.25, APO : 490475.81
RUN #: 1517, SAMPLE #: 39, EFPA: -11.67, SIGMA: 0.62, LD: 0.23, APO : 514671.40
RUN #: 1518, SAMPLE #: 116, EFPA: -11.66, SIGMA: 0.39, LD: 0.24, APO : 503837.46
RUN #: 1519, SAMPLE #: 29, EFPA: -11.73, SIGMA: 0.50, LD: 0.24, APO : 565735.36
RUN #: 1520, SAMPLE #: 57, EFPA: -11.54, SIGMA: 0.30, LD: 0.24, APO : 535612.70
RUN #: 1521, SAMPLE #: 162, EFPA: -11.79, SIGMA: 0.07, LD: 0.25, APO : 536744.24
RUN #: 1522, SAMPLE #: 153, EFPA: -11.65, SIGMA: 0.54, LD: 0.19, APO : 546780.89
RUN #: 1523, SAMPLE #: 120, EFPA: -11.65, SIGMA: 0.70, LD: 0.25, APO : 538700.57
RUN #: 1524, SAMPLE #: 65, EFPA: -11.84, SIGMA: 0.72, LD: 0.23, APO : 523704.63
RUN #: 1525, SAMPLE #: 120, EFPA: -11.61, SIGMA: -0.30, LD: 0.23, APO : 515044.77
RUN #: 1526, SAMPLE #: 157, EFPA: -11.67, SIGMA: -0.79, LD: 0.25, APO : 535739.14
RUN #: 1527, SAMPLE #: 166, EFPA: -11.45, SIGMA: -1.13, LD: 0.23, APO : 539258.76
RUN #: 1528, SAMPLE #: 11, EFPA: -11.59, SIGMA: -2.17, LD: 0.21, APO : 524041.45
RUN #: 1529, SAMPLE #: 186, EFPA: -11.70, SIGMA: -0.26, LD: 0.23, APO : 480654.14
RUN #: 1530, SAMPLE #: 192, EFPA: -11.83, SIGMA: -1.02, LD: 0.24, APO : 474458.05
RUN #: 1531, SAMPLE #: 160, EFPA: -11.73, SIGMA: -0.56, LD: 0.23, APO : 523586.46
RUN #: 1532, SAMPLE #: 21, EFPA: -11.64, SIGMA: 0.64, LD: 0.23, APO : 489909.22
RUN #: 1533, SAMPLE #: 67, EFPA: -11.62, SIGMA: 0.43, LD: 0.24, APO : 523949.78
RUN #: 1534, SAMPLE #: 115, EFPA: -11.64, SIGMA: 2.06, LD: 0.23, APO : 510606.22
RUN #: 1535, SAMPLE #: 160, EFPA: -11.71, SIGMA: 0.59, LD: 0.24, APO : 551159.54
RUN #: 1536, SAMPLE #: 91, EFPA: -11.58, SIGMA: -1.19, LD: 0.24, APO : 533760.40
RUN #: 1537, SAMPLE #: 178, EFPA: -11.76, SIGMA: 1.34, LD: 0.25, APO : 568851.12
RUN #: 1538, SAMPLE #: 186, EFPA: -11.67, SIGMA: -0.09, LD: 0.22, APO : 494948.19
RUN #: 1539, SAMPLE #: 83, EFPA: -11.67, SIGMA: -0.09, LD: 0.25, APO : 541480.17
RUN #: 1540, SAMPLE #: 17, EFPA: -11.49, SIGMA: 1.33, LD: 0.25, APO : 496964.48
RUN #: 1541, SAMPLE #: 112, EFPA: -11.64, SIGMA: -2.19, LD: 0.21, APO : 514913.05
RUN #: 1542, SAMPLE #: 172, EFPA: -11.79, SIGMA: -0.83, LD: 0.25, APO : 541494.26
RUN #: 1543, SAMPLE #: 156, EFPA: -11.69, SIGMA: 0.32, LD: 0.25, APO : 498200.45
RUN #: 1544, SAMPLE #: 16, EFPA: -11.72, SIGMA: 1.13, LD: 0.22, APO : 539283.34
RUN #: 1545, SAMPLE #: 125, EFPA: -11.37, SIGMA: 0.49, LD: 0.24, APO : 527518.27
RUN #: 1546, SAMPLE #: 160, EFPA: -11.73, SIGMA: -1.38, LD: 0.21, APO : 480080.25
RUN #: 1547, SAMPLE #: 63, EFPA: -11.57, SIGMA: -0.69, LD: 0.24, APO : 531347.29
RUN #: 1548, SAMPLE #: 55, EFPA: -11.78, SIGMA: -0.21, LD: 0.24, APO : 571286.91
RUN #: 1549, SAMPLE #: 69, EFPA: -11.87, SIGMA: -0.77, LD: 0.25, APO : 528872.43
RUN #: 1550, SAMPLE #: 38, EFPA: -11.66, SIGMA: 0.44, LD: 0.24, APO : 561478.25
RUN #: 1551, SAMPLE #: 162, EFPA: -11.65, SIGMA: -0.52, LD: 0.25, APO : 528878.38
RUN #: 1552, SAMPLE #: 84, EFPA: -11.78, SIGMA: 0.45, LD: 0.25, APO : 523370.78
RUN #: 1553, SAMPLE #: 198, EFPA: -11.63, SIGMA: -1.48, LD: 0.24, APO : 517969.15
RUN #: 1554, SAMPLE #: 49, EFPA: -11.76, SIGMA: 0.47, LD: 0.26, APO : 567214.36
RUN #: 1555, SAMPLE #: 150, EFPA: -11.76, SIGMA: -0.92, LD: 0.23, APO : 506941.85
RUN #: 1556, SAMPLE #: 24, EFPA: -11.60, SIGMA: 1.02, LD: 0.24, APO : 534553.08
RUN #: 1557, SAMPLE #: 194, EFPA: -11.80, SIGMA: 1.12, LD: 0.24, APO : 541197.32
RUN #: 1558, SAMPLE #: 151, EFPA: -11.79, SIGMA: -0.14, LD: 0.21, APO : 557414.41
RUN #: 1559, SAMPLE #: 32, EFPA: -11.73, SIGMA: 1.04, LD: 0.25, APO : 521605.05
RUN #: 1560, SAMPLE #: 198, EFPA: -11.79, SIGMA: -0.80, LD: 0.22, APO : 535458.84
RUN #: 1561, SAMPLE #: 106, EFPA: -11.81, SIGMA: -0.37, LD: 0.25, APO : 495168.35
RUN #: 1562, SAMPLE #: 50, EFPA: -11.80, SIGMA: 0.79, LD: 0.22, APO : 519184.89
RUN #: 1563, SAMPLE #: 29, EFPA: -11.71, SIGMA: 1.36, LD: 0.23, APO : 530818.37
RUN #: 1564, SAMPLE #: 128, EFPA: -11.61, SIGMA: 1.12, LD: 0.24, APO : 527173.36
RUN #: 1565, SAMPLE #: 67, EFPA: -11.80, SIGMA: -0.53, LD: 0.24, APO : 526300.94
RUN #: 1566, SAMPLE #: 38, EFPA: -11.78, SIGMA: -0.24, LD: 0.22, APO : 520868.11
RUN #: 1567, SAMPLE #: 135, EFPA: -11.71, SIGMA: 0.19, LD: 0.22, APO : 521706.75
RUN #: 1568, SAMPLE #: 86, EFPA: -11.79, SIGMA: -2.03, LD: 0.27, APO : 475768.34
RUN #: 1569, SAMPLE #: 37, EFPA: -11.63, SIGMA: 1.94, LD: 0.23, APO : 527993.50
RUN #: 1570, SAMPLE #: 40, EFPA: -11.67, SIGMA: 0.81, LD: 0.24, APO : 534230.70
RUN #: 1571, SAMPLE #: 66, EFPA: -11.48, SIGMA: -1.25, LD: 0.24, APO : 575083.74
RUN #: 1572, SAMPLE #: 10, EFPA: -11.56, SIGMA: 1.81, LD: 0.27, APO : 512846.55
RUN #: 1573, SAMPLE #: 28, EFPA: -11.64, SIGMA: 0.80, LD: 0.24, APO : 489938.44
RUN #: 1574, SAMPLE #: 54, EFPA: -11.68, SIGMA: 1.12, LD: 0.25, APO : 504463.88
RUN #: 1575, SAMPLE #: 137, EFPA: -11.67, SIGMA: -0.22, LD: 0.25, APO : 550870.94
RUN #: 1576, SAMPLE #: 127, EFPA: -11.67, SIGMA: -0.55, LD: 0.25, APO : 580412.72
RUN #: 1577, SAMPLE #: 9, EFPA: -11.75, SIGMA: -1.81, LD: 0.24, APO : 553216.02
RUN #: 1578, SAMPLE #: 102, EFPA: -11.75, SIGMA: 0.03, LD: 0.23, APO : 459811.99
RUN #: 1579, SAMPLE #: 3, EFPA: -11.73, SIGMA: 0.06, LD: 0.24, APO : 469845.98
RUN #: 1580, SAMPLE #: 161, EFPA: -11.60, SIGMA: 0.57, LD: 0.23, APO : 497198.28
RUN #: 1581, SAMPLE #: 111, EFPA: -11.60, SIGMA: 0.49, LD: 0.21, APO : 543924.23
RUN #: 1582, SAMPLE #: 25, EFPA: -11.92, SIGMA: -2.45, LD: 0.25, APO : 492128.03
RUN #: 1583, SAMPLE #: 63, EFPA: -11.53, SIGMA: -1.07, LD: 0.25, APO : 553725.22
RUN #: 1584, SAMPLE #: 58, EFPA: -11.72, SIGMA: 0.28, LD: 0.24, APO : 536293.92
RUN #: 1585, SAMPLE #: 11, EFPA: -11.64, SIGMA: -0.24, LD: 0.23, APO : 542491.02
RUN #: 1586, SAMPLE #: 7, EFPA: -11.74, SIGMA: 1.37, LD: 0.23, APO : 494067.06
RUN #: 1587, SAMPLE #: 32, EFPA: -11.65, SIGMA: 1.05, LD: 0.26, APO : 552345.41
RUN #: 1588, SAMPLE #: 129, EFPA: -11.79, SIGMA: 1.09, LD: 0.23, APO : 478659.64
RUN #: 1589, SAMPLE #: 170, EFPA: -11.61, SIGMA: -1.16, LD: 0.25, APO : 575479.15
RUN #: 1590, SAMPLE #: 26, EFPA: -11.76, SIGMA: 1.52, LD: 0.23, APO : 505721.00
RUN #: 1591, SAMPLE #: 39, EFPA: -11.80, SIGMA: -0.68, LD: 0.22, APO : 494833.06
RUN #: 1592, SAMPLE #: 135, EFPA: -11.70, SIGMA: -0.17, LD: 0.24, APO : 555903.73
RUN #: 1593, SAMPLE #: 173, EFPA: -11.80, SIGMA: -1.22, LD: 0.24, APO : 486485.70
RUN #: 1594, SAMPLE #: 31, EFPA: -11.70, SIGMA: -1.19, LD: 0.23, APO : 549107.02
RUN #: 1595, SAMPLE #: 38, EFPA: -11.70, SIGMA: 0.96, LD: 0.23, APO : 532078.86
RUN #: 1596, SAMPLE #: 145, EFPA: -11.62, SIGMA: 0.13, LD: 0.24, APO : 548689.13
RUN #: 1597, SAMPLE #: 141, EFPA: -11.79, SIGMA: 0.43, LD: 0.25, APO : 487990.71
RUN #: 1598, SAMPLE #: 113, EFPA: -11.68, SIGMA: 1.60, LD: 0.26, APO : 558808.91
RUN #: 1599, SAMPLE #: 38, EFPA: -11.74, SIGMA: 0.88, LD: 0.25, APO : 504579.57
RUN #: 1600, SAMPLE #: 64, EFPA: -11.63, SIGMA: 0.82, LD: 0.24, APO : 524977.00
RUN #: 1601, SAMPLE #: 188, EFPA: -11.73, SIGMA: 0.41, LD: 0.24, APO : 521761.84
RUN #: 1602, SAMPLE #: 60, EFPA: -11.74, SIGMA: -1.18, LD: 0.24, APO : 537899.86
RUN #: 1603, SAMPLE #: 167, EFPA: -11.63, SIGMA: 0.58, LD: 0.24, APO : 493953.24
RUN #: 1604, SAMPLE #: 18, EFPA: -11.55, SIGMA: -0.06, LD: 0.24, APO : 512274.47
RUN #: 1605, SAMPLE #: 31, EFPA: -11.54, SIGMA: 1.26, LD: 0.23, APO : 530730.86
RUN #: 1606, SAMPLE #: 156, EFPA: -11.64, SIGMA: -2.60, LD: 0.25, APO : 521621.64
RUN #: 1607, SAMPLE #: 37, EFPA: -11.78, SIGMA: 0.56, LD: 0.25, APO : 519272.16
RUN #: 1608, SAMPLE #: 41, EFPA: -11.72, SIGMA: 2.21, LD: 0.25, APO : 542069.54
RUN #: 1609, SAMPLE #: 80, EFPA: -11.67, SIGMA: 0.89, LD: 0.26, APO : 566177.17
RUN #: 1610, SAMPLE #: 72, EFPA: -11.55, SIGMA: 1.79, LD: 0.24, APO : 502265.46
RUN #: 1611, SAMPLE #: 140, EFPA: -11.83, SIGMA: -0.04, LD: 0.24, APO : 521784.81
RUN #: 1612, SAMPLE #: 54, EFPA: -11.79, SIGMA: 0.12, LD: 0.23, APO : 546263.93
RUN #: 1613, SAMPLE #: 122, EFPA: -11.74, SIGMA: -2.51, LD: 0.26, APO : 589741.13
RUN #: 1614, SAMPLE #: 1, EFPA: -11.67, SIGMA: -2.03, LD: 0.24, APO : 517391.91
RUN #: 1615, SAMPLE #: 164, EFPA: -11.67, SIGMA: -2.91, LD: 0.23, APO : 481773.25
RUN #: 1616, SAMPLE #: 85, EFPA: -11.70, SIGMA: -1.15, LD: 0.23, APO : 507179.13
RUN #: 1617, SAMPLE #: 158, EFPA: -11.86, SIGMA: 0.07, LD: 0.28, APO : 580818.89
RUN #: 1618, SAMPLE #: 114, EFPA: -11.71, SIGMA: 0.62, LD: 0.24, APO : 530911.39
RUN #: 1619, SAMPLE #: 62, EFPA: -11.75, SIGMA: -0.50, LD: 0.23, APO : 531317.75
RUN #: 1620, SAMPLE #: 153, EFPA: -11.76, SIGMA: -0.23, LD: 0.24, APO : 505904.50
RUN #: 1621, SAMPLE #: 160, EFPA: -11.65, SIGMA: -0.13, LD: 0.23, APO : 510043.90
RUN #: 1622, SAMPLE #: 79, EFPA: -11.76, SIGMA: 0.35, LD: 0.23, APO : 551629.20
RUN #: 1623, SAMPLE #: 46, EFPA: -11.77, SIGMA: 0.11, LD: 0.24, APO : 500137.48
RUN #: 1624, SAMPLE #: 87, EFPA: -11.83, SIGMA: 0.69, LD: 0.24, APO : 554031.65
RUN #: 1625, SAMPLE #: 188, EFPA: -11.77, SIGMA: 1.04, LD: 0.23, APO : 549558.63
RUN #: 1626, SAMPLE #: 14, EFPA: -11.86, SIGMA: -0.72, LD: 0.22, APO : 486137.39
RUN #: 1627, SAMPLE #: 51, EFPA: -11.74, SIGMA: -0.33, LD: 0.24, APO : 542972.85
RUN #: 1628, SAMPLE #: 90, EFPA: -11.71, SIGMA: 1.96, LD: 0.23, APO : 503060.39
RUN #: 1629, SAMPLE #: 139, EFPA: -11.52, SIGMA: 0.62, LD: 0.26, APO : 493782.99
RUN #: 1630, SAMPLE #: 41, EFPA: -11.56, SIGMA: -1.06, LD: 0.24, APO : 551044.53
RUN #: 1631, SAMPLE #: 129, EFPA: -11.72, SIGMA: 0.34, LD: 0.24, APO : 489191.61
RUN #: 1632, SAMPLE #: 6, EFPA: -11.79, SIGMA: -0.47, LD: 0.24, APO : 572033.92
RUN #: 1633, SAMPLE #: 113, EFPA: -11.62, SIGMA: -0.62, LD: 0.23, APO : 505191.52
RUN #: 1634, SAMPLE #: 80, EFPA: -11.53, SIGMA: -0.10, LD: 0.26, APO : 511986.11
RUN #: 1635, SAMPLE #: 169, EFPA: -11.74, SIGMA: 0.47, LD: 0.23, APO : 470697.35
RUN #: 1636, SAMPLE #: 116, EFPA: -11.70, SIGMA: -0.57, LD: 0.22, APO : 598702.79
RUN #: 1637, SAMPLE #: 64, EFPA: -11.66, SIGMA: 0.87, LD: 0.25, APO : 511513.60
RUN #: 1638, SAMPLE #: 143, EFPA: -11.49, SIGMA: -0.95, LD: 0.24, APO : 511187.79
RUN #: 1639, SAMPLE #: 79, EFPA: -11.76, SIGMA: 0.06, LD: 0.25, APO : 480536.92
RUN #: 1640, SAMPLE #: 117, EFPA: -11.64, SIGMA: -0.60, LD: 0.23, APO : 613345.47
RUN #: 1641, SAMPLE #: 159, EFPA: -11.74, SIGMA: -0.38, LD: 0.24, APO : 491595.39
RUN #: 1642, SAMPLE #: 148, EFPA: -11.65, SIGMA: -0.68, LD: 0.25, APO : 546242.40
RUN #: 1643, SAMPLE #: 184, EFPA: -11.71, SIGMA: 1.23, LD: 0.22, APO : 578268.13
RUN #: 1644, SAMPLE #: 135, EFPA: -11.79, SIGMA: 0.16, LD: 0.22, APO : 520228.27
RUN #: 1645, SAMPLE #: 10, EFPA: -11.52, SIGMA: 0.65, LD: 0.22, APO : 478285.91
RUN #: 1646, SAMPLE #: 127, EFPA: -11.73, SIGMA: -0.43, LD: 0.26, APO : 564119.16
RUN #: 1647, SAMPLE #: 84, EFPA: -11.79, SIGMA: -0.30, LD: 0.26, APO : 535762.00
RUN #: 1648, SAMPLE #: 21, EFPA: -11.75, SIGMA: 0.18, LD: 0.24, APO : 499715.96
RUN #: 1649, SAMPLE #: 4, EFPA: -11.76, SIGMA: -0.95, LD: 0.23, APO : 531899.65
RUN #: 1650, SAMPLE #: 36, EFPA: -11.55, SIGMA: 1.46, LD: 0.23, APO : 528177.10
RUN #: 1651, SAMPLE #: 189, EFPA: -11.72, SIGMA: -0.64, LD: 0.25, APO : 498584.99
RUN #: 1652, SAMPLE #: 161, EFPA: -11.68, SIGMA: 0.15, LD: 0.22, APO : 518628.36
RUN #: 1653, SAMPLE #: 65, EFPA: -11.88, SIGMA: 0.45, LD: 0.27, APO : 531250.07
RUN #: 1654, SAMPLE #: 117, EFPA: -11.70, SIGMA: 0.74, LD: 0.24, APO : 509588.85
RUN #: 1655, SAMPLE #: 76, EFPA: -11.55, SIGMA: -0.87, LD: 0.24, APO : 528236.15
RUN #: 1656, SAMPLE #: 131, EFPA: -11.78, SIGMA: -0.01, LD: 0.25, APO : 552046.90
RUN #: 1657, SAMPLE #: 145, EFPA: -11.84, SIGMA: 0.47, LD: 0.22, APO : 538404.40
RUN #: 1658, SAMPLE #: 106, EFPA: -11.79, SIGMA: -0.27, LD: 0.21, APO : 548882.25
RUN #: 1659, SAMPLE #: 37, EFPA: -11.64, SIGMA: -1.82, LD: 0.25, APO : 514796.69
RUN #: 1660, SAMPLE #: 151, EFPA: -11.68, SIGMA: -0.60, LD: 0.25, APO : 516575.76
RUN #: 1661, SAMPLE #: 46, EFPA: -11.47, SIGMA: -0.07, LD: 0.26, APO : 601661.56
RUN #: 1662, SAMPLE #: 162, EFPA: -11.85, SIGMA: 1.85, LD: 0.23, APO : 546782.40
RUN #: 1663, SAMPLE #: 196, EFPA: -11.68, SIGMA: -0.67, LD: 0.23, APO : 558185.71
RUN #: 1664, SAMPLE #: 105, EFPA: -11.67, SIGMA: 0.04, LD: 0.21, APO : 532994.71
RUN #: 1665, SAMPLE #: 126, EFPA: -11.81, SIGMA: 0.86, LD: 0.25, APO : 517788.33
RUN #: 1666, SAMPLE #: 171, EFPA: -11.70, SIGMA: -1.23, LD: 0.23, APO : 484192.63
RUN #: 1667, SAMPLE #: 22, EFPA: -11.78, SIGMA: -1.39, LD: 0.27, APO : 476611.93
RUN #: 1668, SAMPLE #: 129, EFPA: -11.82, SIGMA: 1.56, LD: 0.25, APO : 537481.97
RUN #: 1669, SAMPLE #: 123, EFPA: -11.56, SIGMA: -0.97, LD: 0.24, APO : 579079.36
RUN #: 1670, SAMPLE #: 120, EFPA: -11.63, SIGMA: -0.65, LD: 0.24, APO : 509786.42
RUN #: 1671, SAMPLE #: 184, EFPA: -11.76, SIGMA: -1.22, LD: 0.22, APO : 570884.44
RUN #: 1672, SAMPLE #: 68, EFPA: -11.56, SIGMA: 0.41, LD: 0.25, APO : 475683.46
RUN #: 1673, SAMPLE #: 31, EFPA: -11.78, SIGMA: 2.17, LD: 0.24, APO : 581652.91
RUN #: 1674, SAMPLE #: 80, EFPA: -11.79, SIGMA: 1.36, LD: 0.23, APO : 560757.15
RUN #: 1675, SAMPLE #: 8, EFPA: -11.60, SIGMA: -1.39, LD: 0.26, APO : 510265.65
RUN #: 1676, SAMPLE #: 21, EFPA: -11.75, SIGMA: 0.29, LD: 0.25, APO : 501903.51
RUN #: 1677, SAMPLE #: 185, EFPA: -11.62, SIGMA: 0.87, LD: 0.23, APO : 521116.82
RUN #: 1678, SAMPLE #: 80, EFPA: -11.69, SIGMA: 0.69, LD: 0.25, APO : 538106.86
RUN #: 1679, SAMPLE #: 115, EFPA: -11.62, SIGMA: 0.50, LD: 0.23, APO : 473531.95
RUN #: 1680, SAMPLE #: 50, EFPA: -11.83, SIGMA: 0.20, LD: 0.25, APO : 505030.85
RUN #: 1681, SAMPLE #: 71, EFPA: -11.76, SIGMA: 0.41, LD: 0.24, APO : 527119.20
RUN #: 1682, SAMPLE #: 165, EFPA: -11.84, SIGMA: 0.34, LD: 0.25, APO : 520184.79
RUN #: 1683, SAMPLE #: 81, EFPA: -11.67, SIGMA: 0.89, LD: 0.25, APO : 538231.37
RUN #: 1684, SAMPLE #: 83, EFPA: -11.59, SIGMA: 1.29, LD: 0.22, APO : 524427.11
RUN #: 1685, SAMPLE #: 190, EFPA: -11.80, SIGMA: 0.06, LD: 0.26, APO : 472457.22
